PTO_X,PTO_Y,WI0,WI1,WI2,WI3,WI4,WI5,WI6,WI7,WI8,WI9
86.68196,64.70195,-43,-40,-40,-39,-39,-57,-51,-49,-99,-49
63.83197,83.13877,-54,-53,-54,-54,-54,-64,-58,-57,-99,-59
76.18358,46.999546,-55,-37,-36,-30,-35,-66,-61,-61,-61,-57
64.45427,86.11682,-65,-71,-70,-71,-70,-73,-66,-65,-99,-66
70.83966,86.306335,-61,-68,-68,-68,-67,-64,-66,-65,-99,-66
86.57372,67.625854,-41,-43,-43,-43,-43,-51,-45,-45,-99,-47
80.13385,47.568077,-58,-37,-37,-37,-38,-69,-64,-60,-67,-64
81.64903,40.15004,-49,-36,-36,-36,-36,-56,-58,-58,-64,-58
71.75958,77.16914,-57,-65,-65,-65,-65,-64,-99,-53,-99,-56
71.24551,86.71243,-60,-66,-65,-64,-65,-65,-66,-63,-99,-66
74.34371,61.93039,-46,-52,-52,-52,-52,-59,-45,-44,-99,-45
79.011,52.27881,-64,-40,-40,-40,-40,-70,-68,-68,-71,-67
69.83856,86.22511,-61,-68,-68,-68,-67,-64,-66,-65,-99,-66
81.9196,58.465027,-47,-50,-49,-49,-50,-56,-45,-45,-78,-45
59.475838,81.08121,-61,-60,-61,-61,-60,-69,-61,-63,-99,-62
63.723747,75.17927,-61,-65,-65,-65,-66,-66,-60,-61,-99,-62
86.49219,28.654045,-61,-48,-47,-48,-48,-60,-62,-62,-65,-63
81.74373,50.51906,-54,-46,-46,-45,-46,-65,-61,-61,-77,-61
61.379555,76.92522,-54,-61,-62,-60,-62,-64,-58,-54,-99,-56
83.647675,47.80541,-49,-44,-44,-44,-44,-58,-61,-59,-64,-99
86.05585,77.40417,-49,-69,-70,-69,-70,-53,-52,-52,-99,-53
72.92794,86.11503,-62,-77,-77,-78,-78,-65,-61,-62,-99,-61
86.60399,59.57356,-45,-54,-54,-54,-54,-55,-48,-48,-67,-48
86.57185,53.914562,-50,-49,-49,-49,-49,-59,-52,-52,-67,-52
60.93454,75.97899,-55,-61,-62,-60,-62,-64,-58,-54,-99,-56
82.78006,44.557915,-58,-62,-61,-61,-61,-72,-68,-68,-77,-69
86.50375,25.221474,-59,-61,-60,-61,-61,-61,-64,-64,-64,-99
82.12815,50.115124,-52,-55,-55,-55,-55,-59,-56,-55,-70,-56
76.83528,46.55143,-65,-56,-56,-56,-56,-78,-73,-73,-64,-72
84.22608,47.065884,-50,-47,-46,-47,-47,-58,-56,-55,-64,-99
77.160545,61.71569,-43,-54,-54,-54,-53,-52,-41,-40,-99,-41
69.461685,37.040558,-61,-57,-57,-57,-57,-73,-69,-69,-62,-70
80.305725,66.06855,-44,-62,-62,-62,-63,-57,-48,-51,-79,-48
85.24927,82.02399,-53,-68,-71,-68,-71,-52,-55,-55,-99,-55
83.15744,70.41293,-52,-61,-61,-62,-61,-58,-56,-56,-99,-53
63.521187,82.07382,-64,-68,-68,-68,-68,-72,-60,-59,-99,-59
68.55694,36.901283,-63,-57,-57,-57,-57,-73,-69,-69,-62,-70
64.327774,84.133255,-66,-71,-67,-67,-70,-75,-65,-64,-99,-64
79.47027,40.2172,-60,-55,-55,-56,-55,-66,-66,-65,-74,-68
80.05767,61.570606,-50,-57,-58,-58,-58,-53,-47,-47,-70,-48
76.54608,51.9532,-62,-50,-50,-50,-50,-73,-68,-62,-67,-77
66.85879,82.18514,-55,-59,-57,-58,-58,-75,-55,-55,-99,-64
63.048363,78.48372,-64,-68,-68,-68,-68,-72,-60,-59,-99,-59
84.07526,65.37566,-43,-50,-50,-50,-50,-57,-43,-42,-99,-42
66.0522,83.4375,-60,-62,-61,-62,-62,-75,-63,-63,-99,-64
68.33291,78.03843,-53,-54,-54,-54,-54,-67,-51,-52,-99,-48
68.97452,35.404064,-64,-59,-60,-59,-60,-73,-67,-67,-54,-71
85.55521,65.4789,-48,-65,-65,-65,-67,-53,-51,-51,-99,-49
82.87929,64.79122,-43,-50,-50,-50,-50,-57,-43,-42,-99,-42
86.73954,23.425632,-59,-63,-63,-63,-62,-61,-68,-67,-64,-68
85.24927,84.08342,-53,-71,-72,-70,-71,-55,-62,-62,-99,-62
78.891846,65.650566,-45,-62,-63,-63,-63,-53,-47,-47,-99,-48
78.98825,48.705708,-54,-46,-46,-46,-46,-62,-64,-60,-60,-67
69.34808,40.28151,-57,-51,-51,-52,-51,-75,-62,-60,-63,-79
75.87126,46.744347,-69,-56,-56,-55,-56,-78,-74,-73,-78,-72
68.97452,34.115753,-66,-60,-60,-59,-59,-77,-71,-70,-54,-71
77.94001,61.696922,-41,-58,-99,-99,-99,-52,-35,-35,-99,-35
61.407375,77.70447,-54,-55,-55,-54,-55,-64,-58,-54,-99,-56
79.63093,50.538452,-52,-42,-42,-42,-42,-61,-64,-60,-59,-67
86.37905,47.773254,-51,-49,-49,-49,-49,-60,-55,-56,-59,-99
69.98366,16.81067,-99,-69,-69,-69,-70,-99,-99,-99,-53,-99
86.290726,15.521617,-60,-62,-62,-62,-62,-60,-68,-63,-60,-68
85.55522,75.14991,-49,-69,-70,-69,-70,-49,-52,-52,-99,-53
68.139366,27.952782,-71,-64,-64,-63,-63,-99,-99,-99,-57,-99
77.95997,66.06855,-42,-62,-63,-63,-63,-53,-45,-48,-99,-45
74.06246,72.38889,-45,-53,-52,-53,-52,-57,-47,-45,-99,-47
62.714607,77.42616,-65,-63,-65,-64,-65,-71,-60,-59,-99,-59
86.44332,32.709377,-57,-56,-57,-55,-54,-65,-63,-63,-77,-59
68.31336,38.154774,-61,-53,-52,-53,-53,-69,-69,-69,-62,-70
85.74991,68.790695,-48,-67,-65,-65,-67,-53,-53,-53,-99,-52
85.0937,44.879448,-67,-62,-61,-61,-61,-72,-68,-68,-77,-69
71.12007,86.44899,-59,-77,-78,-79,-76,-67,-68,-62,-99,-67
71.78177,76.25729,-48,-52,-53,-52,-53,-63,-51,-52,-99,-48
71.19768,73.86389,-50,-53,-53,-53,-53,-62,-51,-46,-99,-47
83.2965,67.18463,-44,-58,-59,-58,-58,-62,-56,-56,-99,-53
79.6952,52.531963,-60,-48,-48,-48,-48,-67,-65,-62,-69,-67
63.57682,79.45778,-64,-68,-68,-68,-68,-72,-60,-59,-99,-59
80.530685,40.506584,-58,-55,-55,-55,-55,-66,-68,-65,-74,-68
63.07617,77.84363,-62,-68,-68,-68,-68,-72,-60,-59,-99,-59
85.864914,58.38389,-47,-51,-51,-51,-51,-55,-51,-48,-65,-48
75.9034,39.86351,-66,-59,-59,-59,-59,-75,-72,-71,-71,-72
76.94325,15.0697155,-99,-77,-77,-77,-77,-60,-78,-99,-63,-99
61.268303,78.81768,-52,-55,-55,-54,-55,-64,-58,-54,-99,-56
85.63997,39.927822,-53,-51,-61,-52,-61,-72,-60,-59,-77,-59
87.92148,53.946716,-50,-48,-47,-47,-47,-57,-52,-52,-64,-52
77.20537,69.5502,-42,-54,-54,-54,-54,-55,-44,-43,-99,-43
82.05072,86.19852,-53,-64,-66,-71,-66,-49,-59,-59,-99,-60
69.009315,24.261955,-69,-64,-64,-63,-63,-99,-99,-99,-49,-99
85.9446,73.56358,-48,-68,-70,-69,-69,-50,-52,-52,-99,-53
65.66282,84.495056,-64,-62,-61,-62,-62,-75,-63,-63,-99,-64
82.0449,61.562912,-43,-49,-50,-50,-50,-58,-39,-38,-99,-42
82.43428,68.29784,-51,-58,-59,-58,-58,-62,-56,-56,-99,-53
85.88898,76.65274,-49,-69,-70,-69,-70,-53,-52,-52,-99,-53
82.702324,59.446636,-51,-61,-62,-62,-62,-57,-45,-45,-70,-55
77.51009,40.699505,-62,-59,-58,-59,-59,-70,-65,-65,-74,-72
65.10655,85.9144,-63,-99,-78,-79,-76,-68,-63,-64,-99,-67
71.79026,40.120743,-64,-59,-59,-60,-59,-75,-62,-60,-67,-99
74.746574,46.583588,-68,-58,-58,-58,-58,-82,-73,-73,-72,-72
63.743702,83.687965,-65,-66,-67,-67,-66,-73,-61,-60,-99,-61
86.38048,20.461628,-60,-59,-59,-59,-58,-65,-68,-67,-64,-68
73.39695,48.930782,-71,-58,-58,-58,-58,-79,-77,-77,-72,-77
69.70528,18.133795,-99,-68,-67,-67,-68,-99,-99,-99,-51,-99
85.66647,85.58626,-53,-64,-66,-64,-66,-48,-56,-56,-99,-62
80.43171,70.32945,-55,-58,-58,-58,-59,-63,-51,-51,-99,-51
66.71973,78.81768,-52,-56,-56,-57,-57,-67,-51,-52,-99,-64
62.658974,75.22758,-57,-61,-65,-65,-63,-72,-60,-60,-99,-57
85.44396,62.501053,-47,-65,-65,-65,-67,-58,-50,-51,-99,-49
85.33271,76.01266,-47,-69,-70,-69,-70,-49,-52,-52,-99,-53
63.63244,80.29268,-65,-68,-68,-68,-68,-72,-60,-59,-99,-59
86.60399,61.18123,-44,-53,-51,-54,-54,-55,-51,-44,-70,-51
82.88513,86.003716,-49,-64,-66,-71,-66,-51,-56,-56,-99,-62
74.59091,69.93983,-47,-50,-50,-50,-49,-52,-43,-42,-99,-43
74.810844,61.92077,-45,-58,-99,-99,-99,-55,-40,-41,-99,-40
69.009315,32.86227,-66,-60,-60,-59,-59,-77,-71,-70,-54,-71
86.21838,35.217346,-57,-52,-61,-52,-54,-65,-60,-59,-77,-59
79.42378,14.982708,-77,-66,-66,-66,-66,-60,-78,-63,-63,-99
63.243057,81.350235,-64,-68,-68,-68,-68,-72,-60,-59,-99,-59
79.920135,64.62165,-47,-65,-64,-65,-65,-62,-51,-51,-79,-51
86.636116,49.059395,-52,-49,-49,-49,-49,-60,-55,-58,-60,-99
81.82239,70.41293,-52,-61,-61,-62,-61,-58,-56,-56,-99,-53
69.55669,86.55449,-63,-77,-78,-79,-76,-67,-68,-62,-99,-67
72.28823,86.7273,-62,-77,-77,-78,-78,-65,-61,-62,-99,-61
74.424034,71.27567,-45,-49,-50,-50,-49,-52,-43,-42,-99,-43
66.30252,86.02571,-63,-77,-78,-79,-76,-68,-63,-64,-99,-67
63.131798,86.498825,-64,-99,-75,-75,-75,-70,-62,-62,-99,-63
85.610825,71.824196,-46,-65,-65,-65,-65,-53,-51,-51,-99,-52
69.148506,23.635212,-69,-63,-64,-63,-63,-99,-99,-99,-45,-99
63.799324,85.46912,-64,-99,-75,-75,-75,-70,-62,-62,-99,-63
76.5782,65.61841,-46,-62,-63,-63,-63,-53,-45,-48,-99,-45
67.756584,27.395672,-69,-64,-64,-63,-63,-99,-99,-99,-49,-99
78.3777,46.905113,-64,-58,-57,-58,-57,-73,-69,-70,-64,-69
63.57682,82.85307,-64,-66,-67,-67,-66,-73,-61,-60,-99,-61
73.901405,86.22636,-58,-77,-77,-77,-78,-59,-59,-67,-99,-60
80.826935,86.25419,-53,-64,-66,-71,-66,-49,-59,-59,-99,-60
83.66391,86.69946,-49,-64,-66,-71,-66,-51,-56,-56,-99,-62
78.929794,69.71718,-52,-58,-58,-58,-59,-63,-51,-51,-99,-51
63.020546,76.34079,-56,-61,-65,-65,-63,-64,-58,-58,-99,-57
85.44396,83.35983,-53,-71,-72,-68,-71,-56,-62,-62,-99,-62
69.148506,19.979206,-99,-69,-69,-69,-70,-99,-99,-99,-47,-99
73.94324,40.31366,-61,-57,-56,-57,-56,-77,-62,-70,-69,-99
73.17826,86.031555,-61,-77,-77,-78,-78,-65,-65,-68,-99,-65
80.84062,49.627655,-55,-52,-52,-52,-53,-65,-61,-63,-69,-62
86.08985,55.586544,-46,-51,-52,-51,-52,-56,-52,-52,-65,-52
83.21306,62.342163,-43,-47,-50,-47,-50,-53,-43,-42,-99,-42
85.76466,28.983425,-58,-59,-59,-58,-58,-65,-64,-63,-67,-59
72.004265,75.78419,-50,-53,-53,-53,-53,-62,-51,-46,-99,-47
72.58835,72.88983,-47,-53,-52,-53,-52,-57,-47,-45,-99,-47
61.073612,82.519104,-53,-62,-61,-64,-62,-64,-58,-58,-99,-56
70.34423,39.702747,-57,-53,-53,-53,-52,-75,-62,-66,-63,-79
61.546436,80.793625,-52,-55,-55,-55,-55,-64,-58,-58,-99,-56
75.13219,44.429302,-58,-47,-47,-47,-47,-62,-64,-60,-59,-99
86.63228,26.539764,-59,-60,-60,-60,-60,-61,-64,-64,-64,-59
61.379555,79.93089,-52,-55,-55,-55,-55,-64,-58,-58,-99,-56
86.21454,31.105553,-58,-55,-55,-54,-54,-65,-63,-63,-77,-59
83.39827,56.312923,-53,-61,-60,-60,-60,-58,-55,-55,-70,-55
71.56533,43.046703,-74,-61,-61,-61,-61,-62,-76,-76,-67,-79
74.08982,15.766097,-99,-82,-81,-81,-81,-60,-78,-99,-63,-99
83.867096,14.488705,-74,-66,-66,-66,-66,-60,-78,-63,-63,-68
79.95227,46.93727,-62,-50,-50,-50,-50,-66,-67,-67,-64,-69
74.65017,64.07504,-44,-99,-99,-99,-99,-55,-45,-46,-99,-45
67.02567,78.59503,-53,-56,-56,-57,-57,-67,-51,-52,-99,-64
72.75427,50.409843,-71,-61,-61,-61,-61,-79,-77,-76,-77,-77
80.631836,49.76693,-56,-49,-49,-49,-49,-65,-61,-65,-69,-62
81.66788,14.443797,-73,-66,-66,-66,-66,-60,-78,-63,-63,-68
84.44718,29.40142,-59,-59,-59,-58,-58,-65,-64,-63,-67,-59
86.57185,52.821342,-50,-49,-49,-49,-49,-56,-55,-56,-67,-52
77.04504,14.353977,-99,-77,-77,-77,-77,-60,-78,-63,-62,-99
85.41503,51.438747,-53,-49,-49,-48,-49,-60,-55,-60,-67,-52
85.66647,78.40605,-50,-68,-67,-68,-67,-53,-56,-55,-99,-55
71.72599,51.98536,-59,-50,-50,-51,-50,-68,-69,-62,-68,-77
66.358154,80.07004,-52,-58,-57,-58,-58,-67,-55,-54,-99,-64
77.92783,52.178276,-61,-50,-50,-50,-50,-67,-65,-62,-68,-67
75.987404,86.64382,-58,-75,-74,-76,-74,-62,-59,-59,-99,-60
66.330345,82.04599,-55,-59,-57,-58,-58,-75,-55,-55,-99,-64
77.628395,86.031555,-59,-75,-74,-76,-74,-62,-59,-59,-99,-60
80.54298,70.07898,-55,-58,-59,-59,-59,-62,-53,-53,-99,-53
67.94351,86.22052,-63,-77,-78,-79,-76,-67,-66,-66,-99,-67
69.958626,40.860275,-71,-56,-57,-56,-56,-75,-74,-76,-63,-79
86.51512,17.362894,-59,-59,-59,-59,-58,-60,-68,-63,-60,-68
69.009315,30.842764,-66,-64,-64,-63,-63,-99,-70,-70,-54,-70
61.546436,83.46533,-51,-62,-61,-64,-62,-64,-58,-58,-99,-56
80.402145,43.62547,-60,-57,-57,-57,-56,-66,-68,-62,-74,-68
74.36097,51.535202,-61,-51,-51,-51,-51,-72,-67,-62,-67,-77
62.909298,84.495056,-58,-99,-68,-69,-69,-64,-62,-62,-99,-52
71.619156,15.208992,-99,-70,-70,-70,-70,-99,-99,-99,-63,-99
79.09667,70.60775,-55,-58,-59,-59,-59,-62,-53,-53,-99,-53
87.953606,55.747307,-50,-48,-47,-47,-47,-57,-52,-52,-67,-52
78.96345,86.14287,-55,-75,-74,-76,-74,-58,-59,-59,-99,-60
77.28515,64.525185,-43,-62,-63,-63,-63,-53,-49,-50,-99,-48
69.86264,77.50966,-51,-54,-54,-54,-54,-67,-51,-52,-99,-48
71.08642,77.00872,-48,-52,-53,-52,-53,-63,-51,-52,-99,-48
79.152306,61.31244,-48,-58,-59,-59,-59,-66,-39,-38,-99,-46
70.91955,73.4186,-50,-53,-52,-53,-52,-60,-47,-46,-99,-47
85.05458,85.224464,-53,-71,-72,-70,-71,-55,-62,-62,-99,-62
69.3921,21.406792,-99,-66,-67,-66,-66,-99,-99,-99,-47,-99
66.71973,80.598816,-52,-58,-57,-58,-58,-67,-55,-54,-99,-64
85.49959,81.07776,-53,-68,-67,-68,-67,-53,-56,-55,-99,-55
72.63462829589844, 45.64252853393555, -58, -39, -39, -38, -38, -65, -61, -59, -62, -60
60.58860397338867, 81.06388854980469, -62, -66, -62, -62, -61, -67, -61, -62,-99, -62
78.72083282470703, 11.382319450378418, -66, -58, -56, -57, -56, -70, -71, -73, -56, -70
69.69463348388672, 17.92701530456543, -76, -59, -59, -59, -58, -70, -71, -76, -52, -70
62.9861946105957, 42.9920539855957, -65, -47, -46, -46, -46, -67, -71, -72, -54, -71
82.68888092041016, 15.931230545043945, -73, -52, -53, -52, -52, -66, -64, -64, -62, -64
62.085548400878906, 75.45862579345703, -63, -66, -51, -64, -59, -73, -60, -59,-99, -60
70.83053588867188, 62.86885452270508, -58, -55, -56, -55, -54, -60, -52, -52,-99, -53
86.05941772460938, 53.4261589050293, -50, -37, -37, -36, -36, -60, -51, -50, -69, -57
70.0434799194336, 30.536462783813477, -69, -53, -51, -52, -51, -76, -74, -73, -45, -73
81.86038970947266, 44.10580825805664, -55, -34, -34, -33, -34, -62, -60, -59, -68, -59
70.70439147949219, 62.32087707519531, -56,-99,-99,-99,-99, -63, -54, -54,-99, -54
76.6700439453125, 67.57318878173828, -49, -51, -49, -50, -49, -55, -50, -50, -47, -50
65.81346893310547, 45.6013298034668, -62, -44, -44, -45, -44, -70, -66, -66, -54, -66
76.27897644042969, 41.31340026855469, -65, -47, -47, -49, -47, -76, -69, -66, -67, -66
78.98246765136719, 40.61529541015625, -65, -43, -41, -43, -42, -76, -65, -66, -71, -65
82.18236541748047, 82.7857666015625, -51, -53, -53, -53, -57, -49, -56, -56,-99, -56
60.268714904785156, 49.968414306640625, -79, -39, -39, -38, -39, -67, -71, -72, -62, -71
72.45265197753906, 72.76517486572266, -59, -57, -51, -50, -59, -67, -55, -55,-99, -55
86.02323913574219, 17.043827056884766, -60, -51, -53, -51, -52, -61, -64, -64, -62, -64
69.56382751464844, 34.3323860168457, -65, -53, -54, -53, -53, -73, -74, -73, -53, -73
69.36815643310547, 52.2068977355957, -61, -40, -40, -39, -40, -69, -67, -68, -64, -73
75.80052185058594, 62.6509895324707, -44, -48, -51, -48, -48, -55, -42, -42,-99, -42
59.85696792602539, 40.62998580932617, -74, -47, -45, -46, -46, -67, -73, -72, -50, -72
72.3464126586914, 40.42399215698242, -57, -37, -39, -38, -39, -70, -66, -61, -54, -66
70.71317291259766, 44.626285552978516, -61, -39, -39, -38, -39, -67, -65, -65, -62, -65
62.229915618896484, 63.81322479248047, -70,-99,-99,-99,-99, -68, -64, -64,-99, -64
86.8081283569336, 21.31969451904297, -61, -50, -49, -49, -49, -64, -64, -64, -62, -64
72.22288513183594, 49.32296371459961, -56, -39, -39, -39, -40, -65, -67, -59, -62, -62
49.26776885986328, 75.17665100097656, -75, -66, -62, -62, -61, -67, -71, -71,-99, -62
83.51736450195312, 48.73072814941406, -55, -46, -47, -46, -47, -57, -60, -55, -72, -59
69.56382751464844, 22.202882766723633, -73, -59, -57, -58, -58, -70, -76, -76, -49, -70
74.75279998779297, 14.796815872192383, -78, -75, -64, -75, -75, -66, -64, -64, -59, -64
91.1046142578125, 15.713074684143066, -62, -52, -53, -52, -52, -66, -64, -64, -62, -64
72.4309310913086, 81.1029281616211, -52, -58, -56, -58,-99, -66, -59, -59,-99, -59
73.76217651367188, 64.90323638916016, -50, -50, -51, -50, -50, -54, -47, -45,-99, -48
78.89525604248047, 44.10580825805664, -56, -38, -37, -37, -38, -70, -62, -62, -68, -61
79.82628631591797, 68.50729370117188, -43, -55, -49, -54, -49, -47,-99, -51,-99, -99
66.33912658691406, 67.52542877197266, -64, -55, -56, -55, -54, -60, -52, -60,-99, -53
86.6083984375, 57.62845230102539, -46, -36, -37, -36, -37, -57, -51, -50,-99, -51
60.7353515625, 45.21680450439453, -77, -39, -39, -38, -39, -67, -71, -72, -62, -71
85.29415893554688, 82.11854553222656, -49, -53, -55, -54, -56, -51, -56, -56,-99, -56
67.37036895751953, 81.327880859375, -53, -60, -59, -59, -60, -58, -59, -57,-99, -59
87.11335754394531, 35.499874114990234, -58, -44, -43, -44, -43, -59, -62, -62, -64, -62
68.34759521484375, 60.246768951416016, -60,-99,-99,-99,-99, -68, -61, -60,-99, -62
59.31312942504883, 85.65923309326172, -58, -60, -57, -57, -57,-99, -59, -59,-99, -60
79.5411605834961, 62.25672912597656, -55, -55, -55, -55, -55, -65, -50, -50, -47, -50
86.7209243774414, 31.13673973083496, -60, -50, -48, -49, -49, -62, -65, -64, -64, -65
83.29370880126953, 76.69183349609375, -51, -53, -53, -53, -53, -45, -54, -55,-99, -54
63.8905029296875, 63.307525634765625, -71,-99,-99,-99,-99, -68, -64, -64,-99, -68
86.85173797607422, 24.373886108398438, -62, -50, -49, -49, -49, -64, -65, -66, -64, -66
67.38357543945312, 41.531558990478516, -62, -45, -46, -46, -45, -69, -74, -65, -53, -65
78.15401458740234, 52.08032989501953, -51, -38, -38, -38, -37, -66, -51, -50, -61, -57
85.94961547851562, 62.76459503173828, -45, -42, -41, -42, -45, -57, -47, -46,-99, -48
74.53477478027344, 40.61529541015625, -63, -47, -47, -49, -47, -76, -69, -66, -67, -66
70.0406723022461, 39.29788589477539, -66, -46, -47, -46, -47, -70, -66, -61, -47, -66
86.67731475830078, 43.13535690307617, -55, -36, -37, -37, -36, -62, -58, -55, -68, -58
82.84918212890625, 72.9999008178711, -45, -52, -51, -52, -50, -45, -50, -51,-99, -50
86.1104507446289, 40.51747131347656, -54, -39, -38, -38, -38, -58, -62, -61, -68, -62
86.28486633300781, 47.93479919433594, -53, -39, -39, -39, -39, -59, -58, -58, -68, -58
86.54650115966797, 49.854576110839844, -50, -43, -43, -43, -43, -56, -53, -58, -64, -54
75.75486755371094, 61.67762756347656, -46, -55, -56, -55, -54, -60, -43, -43,-99, -43
69.95626831054688, 14.74193000793457, -76, -66, -64, -65, -64, -70, -71, -73, -56, -70
62.68646240234375, 71.2405776977539, -66, -55, -56, -55, -54, -60, -52, -60,-99, -53
86.0319595336914, 73.88832092285156, -45, -46, -46, -45, -45, -49, -47, -46,-99, -48
86.67731475830078, 37.24512481689453, -56, -41, -42, -41, -41, -59, -62, -61, -64, -62
72.30731201171875, 52.2451171875, -59, -39, -38, -38, -38, -66, -64, -65, -64, -66
86.9825439453125, 45.142391204833984, -56, -40, -39, -39, -39, -59, -58, -55, -68, -58
60.819549560546875, 73.08155822753906, -64, -55, -56, -55, -54, -71, -52, -60,-99, -53
78.19758605957031, 15.931230545043945, -64, -63, -58, -61, -59, -66,-99, -64, -56, -99
62.27250671386719, 40.465187072753906, -68, -47, -45, -46, -46, -67, -73, -72, -50, -72
82.4805679321289, 62.17022705078125, -54, -52, -52, -52, -53, -63, -50, -50, -47, -50
72.74884033203125, 64.2529296875, -48, -44, -45, -45, -45, -50, -45, -45,-99, -45
55.75062942504883, 85.62283325195312, -80, -66, -62, -62, -61, -67, -71, -71,-99, -62
68.32508087158203, 54.51403045654297, -70, -53, -53, -52, -52,-99, -72, -73, -71, -73
80.41722,62.43111,-42,-62,-62,-59,-58,-55,-39,-40,-70,-40
76.3046,66.95233,-43,-65,-66,-65,-65,-57,-44,-45,-99,-99
59.6884,86.111465,-67,-81,-82,-81,-81,-74,-65,-61,-99,-64
55.300957,87.20306,-65,-82,-99,-82,-99,-73,-70,-70,-99,-69
68.26415,54.3898,-74,-69,-68,-68,-69,-74,-99,-70,-73,-99
56.17102,85.19098,-71,-81,-82,-81,-81,-79,-70,-68,-99,-70
78.435684,86.38553,-63,-75,-72,-73,-75,-67,-72,-71,-99,-65
72.100464,52.470657,-57,-44,-44,-44,-44,-66,-66,-62,-65,-99
28.22142,85.00148,-99,-99,-99,-99,-99,-99,-82,-81,-99,-99
63.182076,74.31622,-67,-70,-99,-99,-99,-71,-57,-57,-99,-57
71.244995,72.36696,-51,-70,-69,-70,-70,-64,-59,-51,-99,-59
30.679342,87.04337,-81,-99,-99,-99,-99,-78,-79,-78,-99,-77
48.36515,73.60367,-88,-99,-99,-99,-99,-99,-99,-83,-99,-99
46.795864,84.64951,-65,-99,-99,-99,-99,-73,-69,-67,-99,-73
47.201714,73.30588,-88,-99,-99,-99,-99,-99,-99,-83,-99,-99
35.77025,85.43464,-81,-99,-99,-99,-99,-82,-79,-81,-99,-79
46.308846,85.75952,-75,-99,-99,-99,-99,-79,-74,-74,-99,-74
67.29011,54.60639,-99,-65,-65,-65,-65,-80,-99,-75,-74,-99
69.02634,74.09964,-51,-74,-99,-74,-75,-99,-59,-67,-99,-59
63.019745,74.47867,-64,-99,-99,-99,-99,-75,-67,-67,-99,-67
67.88537,54.3898,-73,-69,-68,-68,-69,-74,-99,-70,-73,-99
60.557587,76.83404,-58,-70,-99,-99,-99,-69,-57,-57,-99,-60
53.163483,87.473785,-71,-99,-99,-99,-99,-74,-69,-69,-99,-69
67.99817,74.993065,-65,-99,-99,-99,-99,-75,-67,-67,-99,-67
66.18538,75.10135,-67,-99,-99,-99,-99,-75,-67,-67,-99,-67
44.847786,75.68831,-99,-99,-99,-99,-99,-99,-77,-99,-99,-77
60.74698,76.69867,-55,-70,-99,-99,-99,-62,-57,-57,-99,-58
36.93369,85.678314,-99,-99,-99,-99,-99,-82,-79,-81,-99,-79
46.660583,76.52758,-71,-99,-99,-99,-99,-99,-70,-70,-99,-70
80.85013,66.84404,-50,-58,-58,-58,-58,-57,-51,-51,-70,-51
45.41597,75.03855,-71,-99,-99,-99,-99,-99,-70,-70,-99,-70
44.009018,76.41929,-99,-99,-99,-99,-99,-99,-71,-99,-99,-77
43.87374,77.854164,-99,-99,-99,-99,-99,-99,-72,-74,-99,-73
69.32396,74.18087,-61,-74,-99,-74,-75,-75,-59,-67,-99,-59
80.79601,62.728916,-42,-62,-62,-59,-58,-55,-38,-42,-70,-42
42.881924,88.39427,-75,-99,-99,-99,-99,-78,-74,-73,-99,-76
44.11725,77.069046,-99,-99,-99,-99,-99,-99,-71,-74,-99,-74
49.15908,87.988174,-68,-99,-99,-99,-99,-79,-70,-71,-99,-71
37.06897,85.51586,-81,-99,-99,-99,-99,-82,-79,-81,-99,-79
71.88401,52.281143,-57,-44,-44,-44,-44,-66,-66,-61,-65,-99
46.795864,73.38709,-88,-99,-99,-99,-99,-99,-99,-83,-99,-99
80.52545,62.43111,-40,-58,-62,-57,-58,-55,-37,-37,-70,-37
46.958202,74.30758,-99,-99,-99,-99,-99,-99,-70,-70,-99,-99
46.660583,75.60709,-72,-99,-99,-99,-99,-99,-70,-70,-99,-70
28.22142,85.65123,-85,-99,-99,-99,-99,-99,-82,-81,-99,-99
58.19603,87.44671,-65,-99,-79,-82,-99,-74,-69,-69,-99,-66
61.09871,76.888176,-56,-70,-99,-99,-99,-65,-57,-57,-99,-57
46.7147,79.99294,-65,-99,-99,-99,-99,-73,-70,-70,-99,-70
78.52325,61.402336,-46,-58,-62,-57,-62,-56,-37,-40,-99,-40
46.98526,74.7949,-82,-99,-99,-99,-99,-99,-70,-70,-99,-99
45.87594,83.106346,-67,-99,-99,-99,-99,-73,-69,-67,-99,-73
50.01561,86.21977,-72,-99,-99,-99,-99,-79,-75,-75,-99,-71
38.82766,85.678314,-73,-99,-99,-99,-99,-82,-75,-76,-99,-76
44.694717,87.744514,-75,-99,-99,-99,-99,-78,-78,-76,-99,-72
45.82182,75.17392,-71,-99,-99,-99,-99,-99,-70,-70,-99,-70
74.03184,67.33136,-48,-70,-69,-69,-70,-55,-59,-47,-99,-50
43.57612,79.28905,-77,-99,-99,-99,-99,-80,-72,-74,-99,-73
79.57846,66.87111,-52,-68,-66,-67,-67,-60,-44,-51,-99,-99
46.390015,75.471725,-70,-99,-99,-99,-99,-99,-70,-70,-99,-70
67.99358,54.687607,-99,-64,-64,-64,-64,-80,-75,-74,-72,-99
65.56307,74.83063,-64,-99,-99,-99,-99,-75,-71,-71,-99,-67
32.870934,87.34117,-79,-99,-99,-99,-99,-78,-79,-78,-99,-77
81.12069,67.22306,-45,-58,-59,-59,-58,-52,-42,-43,-70,-42
